business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
13,22639634,141145,231292,11559729,138,746,81,0.99,14,1878786,0
9,46652319,563999,57215,6210252,257,888,98,0.36,15,672291,1
12,2316966,729579,371910,6219719,82,717,62,0.7,11,4268562,0
6,792279,96744,217004,2578681,268,660,64,0.25,14,4305227,0
2,7536629,613031,21444,8961021,179,613,51,0.44,8,3427044,0
18,26953610,68716,562922,11155837,15,883,84,0.73,5,4365571,0
14,5066262,428038,298373,12732622,139,518,65,0.47,4,4412459,0
13,16374507,445923,357174,8117586,270,787,88,0.61,6,3699999,0
6,38558691,607316,528374,12044772,11,742,96,0.14,7,1185566,1
12,49577466,577366,186082,3206439,147,753,94,0.88,15,3370878,0
2,17094948,689415,107464,3089136,196,541,94,0.99,2,368833,0
14,49532155,570557,165591,3132936,175,805,61,0.26,8,3410908,0
16,40266905,343927,54061,5310972,170,625,57,0.17,14,4963383,0
1,20103110,548398,122109,5498975,8,875,70,0.61,2,2735272,0
8,23455151,38989,113090,5009828,257,724,88,0.49,9,2750212,0
15,7066909,501661,523432,12438231,18,546,62,0.33,3,3304005,0
20,37357453,435532,492674,13200296,205,773,57,0.19,2,132620,0
6,27905124,96147,50428,12895270,166,762,80,0.37,9,4786971,1
14,26875374,648614,541412,3268356,284,576,100,0.52,10,4220229,0
18,29062930,318685,591751,13953451,169,685,93,0.34,5,3305878,0
17,31156467,360248,286107,12347646,194,749,57,0.94,5,1082845,0
13,16970428,101953,97674,11753156,246,740,65,0.32,9,1933209,0
9,14239623,308473,470209,14268871,95,522,78,0.87,13,3905824,0
9,5617870,415934,321479,13285514,203,646,100,0.88,13,3759387,0
9,48862796,316133,420018,1909494,39,795,59,0.56,2,3920651,0
8,6798437,487490,296111,3886841,213,769,52,0.9,13,1894351,0
4,32531402,84011,353659,11721122,22,521,98,0.81,10,4239712,0
13,1583854,679821,502646,6438601,206,613,100,0.86,3,2845291,0
8,23010145,746618,171466,2854031,106,650,92,0.36,14,2240757,0
18,16383966,528232,73777,1171851,247,677,68,0.74,10,4247067,0
13,6966511,95922,255197,10543593,5,741,62,0.94,8,4666137,0
4,1815958,505631,256226,2088081,54,631,68,0.29,14,995226,0
4,9004485,85279,200856,10625505,247,624,66,0.8,12,4651376,0
13,15492976,721570,217520,4489362,142,654,66,0.33,14,743004,0
9,2720892,705116,131786,8277072,28,805,87,0.42,5,952334,1
13,46122805,350498,371328,7296180,279,886,67,0.82,2,1883806,0
8,43303273,699213,146049,14512551,225,827,86,0.3,6,997592,1
15,1019979,720962,587865,3612468,188,753,68,0.86,4,2921964,0
19,3928075,590053,170568,12566295,104,573,84,0.53,11,4830819,0
13,19426647,460392,257891,7187963,220,873,91,0.58,12,449895,0
10,33088388,34552,47008,3505418,9,859,58,0.18,5,3751744,0
7,35983605,671327,558982,10102944,67,864,94,0.11,12,416766,1
19,40494394,31876,24969,6177473,293,600,87,0.63,9,3405635,0
4,14563151,799186,443832,5323670,68,503,51,0.39,5,625132,0
18,1201886,502336,455833,14045245,64,798,61,0.14,10,154972,0
7,33745039,443302,106498,13544661,35,792,68,0.27,7,2822553,0
5,23665747,626651,524057,12673306,294,680,99,0.62,14,4204384,0
5,24794772,715154,206907,4954555,292,714,94,0.98,4,664185,0
2,25386961,694708,192550,304182,86,655,53,0.67,14,3875439,0
9,2750456,188104,587758,5896334,206,881,80,0.32,15,1262822,1
3,42011929,407205,383866,8509413,176,870,55,0.6,1,4059474,0
17,20945891,176221,358781,7721722,55,578,62,0.51,6,4635147,0
15,23698450,337985,414292,7967563,182,791,91,0.42,11,2639350,1
14,10033934,43527,438894,9062271,188,679,64,0.37,8,593810,0
2,24347010,762754,39252,380222,94,847,88,0.96,6,3617467,0
7,22777134,93550,63429,4556054,88,694,56,0.17,5,2573891,0
5,32744004,632323,125468,5067733,283,704,67,0.28,1,2853728,0
14,13946567,758366,533374,14027292,239,600,95,0.24,13,2227419,0
14,15474228,591965,348857,590688,153,765,55,0.5,4,1603631,0
11,28363796,680748,586605,13685220,176,519,99,0.56,11,4584387,0
17,43766885,128139,124358,12016347,269,896,61,0.3,6,120217,0
1,17567346,447739,154491,14184319,118,507,58,0.82,5,3119966,0
7,36686608,439144,412949,3657972,122,878,97,0.57,10,3151965,0
17,19448270,419103,471111,2653475,176,521,63,0.94,12,1036014,0
6,39499590,329770,163268,11390448,253,621,64,0.23,9,4188492,0
3,32595532,699452,135818,8409526,273,705,68,0.8,7,3091196,0
6,10935667,28585,525536,14004377,148,507,55,0.66,8,2002100,0
5,14723637,289448,458446,14154398,152,760,97,0.86,13,1218009,0
12,23199985,409289,536142,6958800,45,531,57,0.64,7,3041911,0
8,47047733,536222,182290,10139797,291,745,96,0.77,8,450699,0
10,35475661,611776,191669,3344402,195,541,67,0.85,4,4767957,0
5,36948171,638578,112734,4053158,263,665,93,0.21,10,3888214,0
10,25797143,240138,270238,279625,214,540,54,0.7,5,2877498,0
9,40202980,507735,200070,9006129,19,879,53,0.94,3,1847058,0
11,23391354,330335,409981,7796535,194,533,64,0.93,12,1519947,0
16,37921389,250264,588377,3447791,160,818,88,0.59,8,1943100,0
12,31896253,345521,543774,8940056,6,630,54,0.81,3,2484531,0
7,17458872,731055,256030,4931379,69,658,68,0.66,4,1620379,0
15,37376906,729110,176841,9357627,249,595,50,0.27,9,1418307,0
1,41754514,97442,554975,14816385,223,772,57,0.11,2,1519385,0
2,16553806,297820,334255,6460244,43,793,89,0.76,1,3058814,0
15,7440122,737130,420552,12065620,220,541,87,0.51,9,1148549,0
11,6270381,72324,472228,6804554,104,776,95,0.28,4,2339899,1
11,26246748,66686,41125,525182,88,630,87,0.9,2,1050713,0
9,16484964,133617,164741,11545606,95,627,93,0.77,7,3248636,0
3,4881314,98097,303299,3187904,185,538,93,0.55,13,3506523,0
3,40973205,31007,174634,13450439,276,774,57,0.58,4,105545,0
12,11222005,455422,71382,4126644,153,694,71,0.83,6,4644304,0
18,45001980,265269,167371,7931326,21,841,72,0.78,13,2618400,0
4,19276153,613784,444778,706815,27,880,84,0.4,9,4445681,1
3,47258522,296663,41326,1553954,273,534,78,0.47,1,1494491,0
16,8641147,136788,19772,12263251,228,557,66,0.53,14,3670880,0
6,43078299,640023,246884,5706738,14,875,92,0.47,15,4902660,1
7,18760120,124628,554723,14822738,279,602,96,0.47,10,356122,0
10,43702528,789472,232631,9824619,72,504,63,0.48,8,2999076,0
6,35114068,47584,454311,9437705,299,708,54,0.23,6,605025,0
6,34593593,354909,145093,12819190,298,619,94,0.31,7,267766,0
4,14111145,547572,228917,768342,75,632,89,0.79,3,2515345,0
18,36925479,799054,448894,6768337,238,539,82,0.91,9,2178724,0
19,10705202,348950,541623,8177390,219,768,99,0.11,3,2036877,1
12,21184642,171892,77561,5547308,33,859,89,0.5,15,1422593,1
18,28188812,451175,202952,11866935,172,846,60,0.74,4,2769854,0
17,31972547,57895,551147,459592,131,870,99,0.82,9,894702,0
20,45029161,96276,58138,3989189,20,841,86,0.6,2,417639,0
14,36818073,431935,147544,14087278,290,898,86,0.54,8,3030240,0
19,12877541,562089,190360,7610213,205,543,80,0.89,14,1348228,0
9,10924355,670030,502691,7684746,270,847,52,0.85,8,4855135,0
11,7971334,622185,228425,11669403,42,739,98,0.62,14,4401785,0
18,25092994,200236,134142,833855,44,874,94,0.43,9,4916976,1
4,13214713,179858,236135,8626020,3,566,87,0.25,1,3870098,0
16,15348382,141437,206965,13059490,157,558,76,0.87,15,1204363,0
15,19701968,173051,456845,140530,281,626,78,0.86,3,4286349,0
13,34488393,674817,581180,4976105,284,523,52,0.93,14,2252939,0
6,33974718,605511,349192,2629537,16,531,81,0.87,14,933522,0
20,46392637,186393,506778,10230816,43,597,64,0.83,3,3401284,0
8,21929252,716720,74742,8707365,23,666,63,0.35,1,2549883,0
3,10050131,176976,411060,3259871,22,813,67,0.8,7,354557,0
1,6332324,172496,325883,12556893,223,802,71,0.58,1,1703891,0
7,6248496,754776,328557,12920124,13,694,55,0.67,7,3267219,0
13,45581787,437256,77833,12816849,205,636,91,0.93,8,760458,0
12,44982273,704158,104456,5607123,148,869,53,0.24,11,3510519,0
2,37683520,748735,551556,1791449,252,535,54,0.29,14,365165,0
3,48378604,269279,239077,7915819,208,663,88,0.44,10,863327,0
2,49161087,757016,109410,13398695,41,812,52,0.46,5,4096240,0
6,30285907,707012,417569,14875914,254,875,81,0.41,9,3830884,1
4,41600417,723508,227445,14366538,169,786,83,0.36,5,412692,1
15,47766715,638661,274119,4889610,28,538,60,0.47,5,3124052,0
12,43153826,305870,553030,4613764,55,703,81,0.65,7,3974425,0
19,45730131,383330,362873,5041522,225,534,100,0.96,9,3856859,0
13,8225218,704626,157147,14741690,139,585,68,0.94,9,2969848,0
12,15081538,49516,360309,13361671,188,885,87,0.68,13,4732253,0
20,12501132,276365,155502,10406178,269,703,77,0.29,13,3012977,0
5,22123295,181925,113109,6739427,209,694,61,0.66,11,4080646,0
5,28091243,791647,359041,11874053,25,688,56,0.32,2,2507756,0
7,10614168,163219,304271,10964996,124,625,53,0.4,13,1941932,0
16,41788578,670895,152375,11702036,123,629,72,0.5,10,3381360,0
4,2536340,81552,120680,8975350,36,512,75,0.22,9,4081866,0
14,37536778,463523,90974,3551056,18,672,73,0.43,13,1439590,0
1,13283629,160396,42347,2645174,38,513,67,0.79,9,1338043,0
14,3945938,339717,577041,13020675,17,712,63,0.85,13,2233297,0
6,49366717,388700,295568,11208963,35,819,53,0.54,10,3797168,0
7,5998390,42890,200337,9578959,24,836,96,0.11,11,3570770,0
1,21872232,468884,581869,5391703,53,805,85,0.95,2,4783712,0
8,45850046,442692,243019,5692488,125,872,88,0.43,3,1468320,1
15,15585747,236454,114191,6668614,226,501,59,0.22,13,3947686,0
18,19297828,395343,78152,6865902,119,888,73,0.97,7,2229291,0
5,2380492,259244,25941,5726697,258,605,86,0.19,7,4210826,0
5,47572675,181973,470615,7775585,44,812,76,0.56,10,4786261,0
5,39994199,767110,324397,9920753,134,535,98,0.33,14,4088338,0
16,15370002,95735,389262,9426104,223,853,91,0.17,1,1881756,1
4,41649864,277167,430259,5867579,35,614,89,0.41,1,1743823,0
7,47789294,798322,276544,8060113,208,505,65,0.57,1,1560735,0
13,8889980,301479,495913,712391,280,886,97,0.95,8,3488967,0
10,37095041,195894,497985,2715825,130,622,71,0.4,7,4338605,0
10,33475193,359880,210538,8391228,242,686,65,0.26,2,2833282,0
20,22839176,689557,292545,12236576,7,511,96,0.68,11,227034,0
10,37733641,138129,589014,2295547,222,558,100,0.23,12,4962226,0
4,38072442,432439,308506,9917309,199,664,64,0.59,4,4602508,0
7,20428868,330868,267771,6808673,5,668,75,0.35,7,4764371,0
6,6375784,300649,234641,3633736,209,554,55,0.58,11,1997701,0
18,47447711,135803,304808,14927435,108,538,81,0.65,9,3552696,0
4,22379658,360106,335504,5371187,127,564,75,0.49,2,1786406,0
19,12918391,419163,525864,10225836,219,831,67,0.6,2,755059,0
18,31120213,49380,45536,7125071,250,794,75,0.45,9,1623822,0
19,13037222,678349,20992,14091509,224,689,64,0.18,3,2778150,0
4,3848592,711764,83451,9686090,36,507,93,0.13,6,4049997,0
1,37969978,175501,269502,10593933,81,854,77,0.22,3,2521116,0
10,28438147,547794,47980,13769575,189,730,87,0.29,13,4700605,1
11,15502151,403027,134961,4187598,166,609,93,0.24,10,999126,0
16,9671496,737262,434069,6655985,289,592,82,0.39,5,3573830,0
19,28426743,175465,168516,6367998,45,530,94,0.64,12,3511882,0
9,45608883,401859,475913,11459072,127,558,98,0.97,4,1751428,0
6,22267663,678287,307908,8365334,153,840,98,0.2,11,2782958,1
20,13222357,533074,91688,9895179,189,586,56,0.92,2,3003924,0
12,27694372,182732,286055,1666363,266,731,79,0.62,6,4219905,0
19,4294700,242521,138507,3762481,218,750,90,0.33,9,4636860,1
18,12588940,624041,479978,3840484,180,614,76,0.54,4,775768,0
14,5640814,357606,172122,14062536,173,556,85,0.12,8,708632,0
11,46541584,632057,334887,559322,159,549,72,0.48,15,181926,0
12,21678314,85383,353128,8613761,131,855,91,0.65,15,156235,0
14,36713760,575969,535573,395477,49,528,90,0.43,10,430892,0
17,21500163,463446,535267,1000462,102,680,81,0.89,9,1732605,0
13,7744941,628239,67454,5584540,296,801,55,0.58,6,3202340,0
18,12732605,475593,380538,7927839,70,573,75,0.25,4,529492,0
12,41112864,126585,187892,9288787,164,546,54,0.15,6,1774010,0
17,36264566,598014,38405,7147297,71,873,97,0.29,11,732852,1
18,29294833,187104,327245,5292095,121,588,56,0.7,8,908123,0
5,21842126,528372,494287,3533258,122,660,66,0.5,2,3855934,0
20,4548640,526264,287581,12389751,50,583,56,0.24,15,159947,0
4,18802385,510356,230961,9798917,3,761,89,0.44,6,4949278,1
18,33631499,759768,569817,7601578,171,776,90,0.55,6,2748465,0
12,20073646,636304,185822,14198501,236,588,73,0.87,7,418133,0
7,26420922,199901,207132,8383934,27,759,71,0.3,14,3324847,0
11,7177558,99467,42304,3449918,294,776,99,0.92,1,4352947,0
8,33246963,493024,490305,14313081,110,760,75,0.4,11,3219489,0
6,23257813,510424,243985,2492422,136,779,96,0.51,1,2918464,0
16,28514124,503448,534543,4226529,94,546,53,0.6,8,188400,0
12,47093736,309833,311056,285093,179,740,55,0.18,12,3181674,0
12,14033380,105122,502183,325512,293,856,75,0.26,4,4362279,0
15,9536448,133920,326639,14703881,221,841,52,0.76,14,2118805,0
12,3732749,589171,38915,3720951,33,765,96,0.12,6,1832110,1
10,26334481,580567,471990,13294993,50,645,65,0.12,3,743753,0
3,40424466,673115,314626,7167227,196,666,57,0.86,7,3519572,0
11,20701280,763337,553397,12806565,178,730,97,0.26,5,4751907,1
2,47718015,159207,367907,14055700,298,877,83,1.0,4,1207623,0
20,45562469,518132,60879,12108559,203,836,83,0.98,12,3283678,0
4,19078168,233214,381293,4627237,158,891,90,0.88,2,1903584,0
4,4619223,488032,329975,10340724,175,636,90,0.13,14,4565059,0
18,11745028,733988,80252,6087669,110,724,64,0.99,13,2541942,0
7,4777949,528741,428176,282279,100,661,62,0.91,13,4081508,0
2,47971763,614614,10763,441188,131,595,99,0.92,4,521866,0
20,48446037,192725,182266,3524048,33,751,91,0.72,4,1019340,0
4,28011810,441871,394778,9138540,26,528,78,0.27,12,2198414,0
19,11899290,674577,236422,3762771,32,863,57,0.54,5,855970,0
19,16130032,216121,73596,11057958,177,799,79,0.81,2,4405604,0
19,27473793,38650,260717,11038244,193,894,100,0.34,1,2416463,0
6,22943712,583252,241667,12626143,272,653,65,0.51,13,1579806,0
2,49041726,72910,252355,12998947,295,755,53,0.23,6,2829085,0
5,27157577,566625,178971,2072182,202,668,93,0.9,11,3993680,0
11,43593180,369026,40218,1678885,127,517,87,0.79,12,3437508,0
8,19927626,695904,146507,12690083,103,512,86,0.52,12,2585170,0
16,6645728,760625,151722,13652633,211,515,93,0.75,5,3209784,0
15,17284781,509117,293880,11422647,216,785,53,0.91,14,2249785,0
3,7955262,729755,178369,10382288,277,661,82,0.19,7,1647469,0
15,22612403,296512,411274,3503687,151,809,67,0.2,14,3158090,0
15,6163527,614146,139128,13180465,226,868,69,0.16,15,1378815,0
17,23790280,588195,310017,1366191,225,780,69,0.1,13,4641402,0
14,8705717,203111,554337,11181346,134,791,92,0.6,12,2589346,0
20,46305164,640486,253729,1589443,269,577,73,0.52,6,4825138,0
8,12444853,47192,104040,2328487,260,544,100,0.34,9,1733598,0
3,10610491,500592,481230,3073937,22,840,100,0.23,1,4913400,1
6,19849773,740094,91192,9880508,40,553,86,0.95,5,4009986,0
5,18995160,66260,35859,3649391,71,602,64,0.35,5,2182075,0
20,35073666,456011,47320,7209936,274,684,87,0.83,9,4028680,0
15,24568600,734052,448864,2996502,15,595,82,0.51,2,2981904,0
2,46536039,220357,455851,8071934,245,521,56,0.97,15,3502413,0
18,1256343,193724,173669,4214392,143,794,83,0.77,11,3906203,0
20,17210970,603215,196933,8366221,242,696,99,0.27,3,1168513,0
5,33230616,683116,526607,1815591,264,601,76,0.4,5,2846557,0
5,38840380,581128,214047,12021249,141,599,85,0.45,1,3802253,0
9,7963973,242621,184007,4756171,26,695,55,0.74,11,2509920,0
6,1411911,80351,445342,9674621,133,795,76,0.51,6,2768758,0
2,26480634,116105,227889,12393389,98,598,85,0.75,13,2527188,0
7,12918296,427338,282034,10900292,141,746,52,0.62,12,1038353,0
16,45431209,371382,294738,6651242,225,504,86,0.95,6,1221181,0
17,37308269,748925,497823,8013698,243,744,65,0.23,9,3094753,0
7,27582863,707099,235337,11809039,192,797,62,0.28,13,2943591,0
9,24079177,639996,458106,6296771,37,859,97,0.25,12,1256263,1
7,23664705,472470,15828,14193141,174,895,53,0.97,1,4696491,0
19,17413061,373783,260681,3526843,189,599,97,0.26,2,3683518,0
5,38992947,533007,14417,14177132,143,541,100,0.19,13,796528,0
9,15390975,541856,543876,11964780,19,710,80,0.27,8,2676625,1
12,32482095,115379,282670,7834230,243,526,86,0.13,13,2991993,0
7,34228103,718346,413665,13131601,107,595,52,0.73,14,3436098,0
1,15690938,46314,423081,13563422,230,824,61,0.81,15,4864870,0
1,23857288,29996,347169,12034289,11,676,54,0.41,9,4683543,0
14,31512509,100180,387483,11771383,96,639,52,0.24,9,4691677,0
1,18955966,74273,76818,14269022,119,819,69,0.33,2,4122159,0
12,3218800,258729,325948,12845163,135,665,71,0.8,6,343148,0
16,32871147,501617,64079,12946424,204,723,76,0.71,12,3188920,0
8,22850910,515908,268658,5873454,100,564,61,0.23,6,100723,0
19,14348457,175851,101089,6387529,224,666,59,0.63,12,3523349,0
10,40426345,538705,357661,10882254,134,523,51,0.19,5,3181177,0
6,19836301,743332,547224,13145661,198,588,73,0.66,6,3080196,0
6,9156015,44671,179080,9994415,179,816,55,0.86,8,879772,0
7,49711294,614965,530983,3158799,4,782,74,0.83,13,284094,0
19,22418626,466459,405383,3094891,264,724,84,0.85,6,3183017,0
6,2694562,248947,220338,12135400,126,587,79,0.82,14,2356734,0
7,8716327,682545,138073,7146448,197,885,80,0.48,5,4405544,1
12,42105188,327859,301954,325466,268,739,65,0.94,5,2540075,0
7,36336391,274713,199251,14748366,77,821,98,0.28,2,50981,1
12,1570589,698774,468141,1703238,167,701,51,0.59,11,3259197,0
16,9820697,591525,354766,2260120,166,879,69,0.26,12,2351935,0
7,34774982,613681,475105,7734388,63,681,69,0.58,7,166203,0
5,17869195,599060,236654,3700444,52,827,88,0.68,5,1964531,0
17,38079320,688880,131709,12261326,133,750,71,0.44,8,304925,0
11,7961156,430869,238989,13653790,294,617,77,0.91,1,171442,0
6,3726541,696977,360294,1667053,85,762,76,0.18,9,3402597,0
9,29266703,341457,129437,11819550,240,615,95,0.34,14,1855336,0
8,34359471,641208,33519,1973873,273,777,69,0.83,11,411478,0
3,46453669,534872,131084,3065071,187,576,88,0.49,9,350905,0
4,20408489,124772,237261,11267771,239,734,88,0.98,1,689197,0
11,1157520,325243,392720,13582752,65,545,52,0.34,3,4267583,0
4,21091105,151539,333416,7602608,54,545,85,0.35,14,3754167,0
19,16395958,691448,357935,3149598,285,772,91,0.15,8,3162812,1
13,10357353,272451,267884,14148112,39,647,95,0.8,11,1098250,0
15,42881238,217718,541015,5670840,71,647,55,0.49,11,3810401,0
3,49528028,207403,477323,4662360,29,698,100,0.23,9,2656658,0
20,20548531,162031,159428,960404,243,716,51,0.55,13,1237528,0
12,21734945,709612,141302,1604964,253,731,100,0.39,14,4740155,1
4,7228213,555419,536095,4975935,130,554,65,0.9,7,414672,0
6,21538535,242765,504740,12796817,22,889,91,0.45,12,2020572,1
2,38564496,597101,566635,5877094,159,885,81,0.55,11,468964,0
12,44018549,409282,162493,11558493,246,697,76,0.61,7,2461351,0
5,4280010,756824,474056,13367028,151,819,84,0.34,5,2208850,1
4,29087783,471200,261360,959598,262,819,61,0.55,12,4790468,0
20,699948,40593,358774,3604644,243,572,82,0.45,1,1683315,0
2,31137294,484660,80199,13528933,81,773,73,0.17,7,520960,0
18,35098189,442555,397385,980619,79,577,99,0.82,7,2232090,0
6,38420622,65620,218905,10253538,91,870,94,0.7,1,1450396,0
7,48235752,408067,238468,13271131,283,738,70,0.76,1,1917181,0
4,19527196,136010,40578,9409471,39,560,72,0.4,10,4658341,0
10,37057242,211792,455928,4742699,144,546,96,0.41,13,2764003,0
5,7748287,45414,14095,350000,141,767,79,0.49,11,2855074,0
2,18927187,782728,157030,10557014,30,509,95,0.37,4,4964906,0
19,15274354,123864,503015,7748740,30,616,75,0.56,9,578588,0
18,3089959,27783,264272,4866613,225,521,62,0.38,2,4662924,0
3,43876148,234841,337524,5216496,278,649,91,0.63,13,4795819,0
20,10213781,481197,583652,3705460,255,765,82,0.86,11,634311,0
6,31828728,586440,37891,9150688,176,523,100,0.6,4,2754172,0
19,39661227,725150,230822,4988153,81,787,82,0.42,10,1796193,1
15,35251733,499642,256148,3477441,216,860,72,0.3,7,3589011,0
12,20585449,791331,488521,8400956,2,547,90,0.57,3,3487580,0
17,30652315,623041,76009,1861575,144,726,56,0.19,5,1227350,0
19,7355134,790389,141222,13639854,277,821,97,0.12,13,2902095,1
16,29873515,530277,123439,9015836,65,516,95,0.36,5,4919384,0
18,14292170,297053,179160,3204084,86,521,93,0.22,5,2589815,0
8,48944526,380684,58114,6611407,31,899,65,0.97,11,2550743,0
5,9166507,606390,335409,2374260,44,652,53,1.0,15,928598,0
9,43491966,536758,267051,7481446,36,827,82,0.35,14,326444,1
10,3830767,459687,546571,11177085,114,590,80,0.61,5,2476882,0
16,27574857,489529,107172,5924477,41,718,56,0.52,9,1690671,0
18,40414705,655823,268834,7995326,55,548,93,0.27,9,569964,0
16,28312776,325448,75960,1055323,139,837,67,0.99,1,3090615,0
